GENE	CHR	START	END
5281	2	46798413	46854251
9419	2	46834325	46862881
9655	2	46916099	46999927
90411	2	47119009	47178994
57217	2	47158313	47313275
285051	2	47304130	47392517
805	2	47377221	47414229
4072	2	47586287	47624167
4436	2	47620206	47749716
56660	2	47737914	47807470
2956	2	48000221	48044092
80204	2	48024059	48143524
3344	2	48531783	48616434
129285	2	48657908	48752531
286749	2	48747064	49013656
11037	2	48747308	48835654
11036	2	48834937	49013645
3973	2	48903913	48992880
2492	2	49179296	49391666
9378	2	50135643	51269674
51130	2	53887117	54024146
100302652	2	53887430	54097170
494143	2	53984929	54012320
27248	2	54004068	54055956
10936	2	54070050	54097170
23198	2	54081204	54207977
98	2	54332410	54542437
388951	2	54470315	54493409
129852	2	54548006	54598714
6711	2	54673454	54908583
400954	2	54942149	55209157
57142	2	55189325	55317770
130162	2	55389683	55469699
6233	2	55449039	55472989
4528	2	55453756	55506384
55704	2	55504978	55657057
112942	2	55736740	55782216
57223	2	55764428	55854860
87178	2	55851198	55931045
2202	2	56083097	56161298
114800	2	56401258	56623309
7444	2	58263777	58397055
55120	2	58376378	58478515
53335	2	60668302	60790633
64895	2	60973365	61039221
5966	2	61098709	61181410
150962	2	61157548	61255365
5194	2	61234812	61289125
84542	2	61283005	61375169
339804	2	61362221	61401964
130872	2	61394553	61425240
9736	2	61404590	61707868
7514	2	61695069	61775440
84140	2	62041983	62091278
10575	2	62085262	62125806
150684	2	62105904	62373205
10678	2	62413262	62461866
200728	2	62717356	62743604
23301	2	62890986	63283622
5013	2	63267192	63294966
51057	2	63338518	63825867
4190	2	63805743	63844331
7360	2	64058084	64128696
51542	2	64109280	64256526
57162	2	64309786	64381605
29094	2	64671327	64698517
101927402	2	64739323	64761744
54812	2	64741439	64830139
9792	2	64848755	64988048
6509	2	65205579	65260999
23177	2	65273495	65324142
5861	2	65303988	65367435
10097	2	65444829	65508387
200734	2	65524580	65669733
4211	2	66652257	66809891
54465	2	67614442	67647540
10438	2	68259332	68300159
116143	2	68347281	68394692
56902	2	68375005	68413091
5534	2	68395979	68493392
25927	2	68501303	68557183
5341	2	68582322	68634585
554251	2	68679498	68704448
200558	2	68684691	68849361
10887	2	68860712	68893244
9938	2	68951913	69063965
27302	2	69082613	69108649
200504	2	69162364	69190102
56287	2	69191705	69218112
84168	2	69230276	69486459
2673	2	69536901	69624386
27247	2	69613245	69674760
22848	2	69675127	69911566
307	2	69937946	70063596
64395	2	70046818	70116727
11017	2	70111075	70142368
4084	2	70132173	70180077
151516	2	70177221	70199397
5093	2	70303972	70326335
54980	2	70367017	70428151
7072	2	70426576	70485886
51449	2	70475231	70518317
6637	2	70498510	70530869
84908	2	70513108	70539293
7039	2	70664412	70791147
119	2	70878334	71005375
344018	2	70994442	71027775
165530	2	71025775	71057732
50489	2	71047343	71072953
25806	2	71117720	71170576
525	2	71152998	71202561
79998	2	71195172	71222629
113419	2	71203068	71232001
55577	2	71285408	71315998
84693	2	71326806	71367394
10199	2	71347444	71387232
400961	2	71399868	71464233
27332	2	71493729	71672191
8291	2	71670347	71923895
56603	2	72346367	72384991
23233	2	72393113	73063177
6697	2	73104512	73129289
2016	2	73134604	73172020
94097	2	73159165	73308965
26056	2	73290510	73350146
344022	2	73419386	73448340
10322	2	73431366	73464355
84279	2	73445134	73470356
10574	2	73451364	73490150
150726	2	73471810	73506758
1961	2	73508057	73530829
7840	2	73602886	73847047
9027	2	73857850	73879537
51471	2	73917636	73938467
51002	2	73945744	73974765
8446	2	73979325	74017284
388960	2	74001316	74054274
10617	2	74046043	74110783
72	2	74110093	74156780
1716	2	74143953	74196088
200424	2	74202211	74345303
388962	2	74352528	74385039
55233	2	74371394	74416006
10797	2	74415690	74452425
57835	2	74431997	74580534
1639	2	74578281	74629214
388963	2	74631303	74654934
84058	2	74638863	74662882
6242	2	74642988	74679060
83444	2	74672150	74695087
23559	2	74674996	74698018
7841	2	74678184	74702537
116540	2	74689085	74709942
84865	2	74689959	74720357
64427	2	74700200	74731691
85474	2	74714644	74740443
84759	2	74722170	74745707
3196	2	74730686	74754275
165545	2	74735258	74763408
550	2	74743775	74767019
27429	2	74746532	74770683
84695	2	74749946	74791088
1796	2	74766147	74794678
130951	2	74775010	74885994
10505	2	74871355	74920981
3099	2	75049782	75130481
56655	2	75175775	75206859
6869	2	75263590	75436645
84141	2	75709444	75806848
9801	2	75863909	75899334
6936	2	75879831	75948482
80059	2	76964849	77759502
130120	2	79242812	79265630
5968	2	79302149	79325150
5967	2	79337584	79360545
5068	2	79374132	79396880
1496	2	79730060	80885993
347730	2	80505481	80541718
8802	2	84640647	84696586
1768	2	84733579	85056713
129293	2	85038774	85118369
9168	2	85122763	85143799
56888	2	85188231	85296595
83439	2	85350583	85547511
10618	2	85535141	85565419
54884	2	85559078	85591821
84173	2	85571843	85628875
822	2	85611871	85651197
284948	2	85650108	85674180
4144	2	85756101	85782403
2677	2	85761978	85798657
8673	2	85794614	85819156
10791	2	85801531	85830511
51255	2	85812391	85834831
129303	2	85815670	85839822
10713	2	85819965	85886407
388969	2	85822376	85849179
6439	2	85874440	85905864
10578	2	85911414	85935967
84913	2	85970909	86028506
8869	2	86056271	86126157
25885	2	86243451	86343278
55037	2	86323305	86379280
10989	2	86361055	86433264
51318	2	86416478	86450913
65055	2	86431116	86575206
55818	2	86658271	86729839
51652	2	86720553	86800620
100526767	2	86720553	86958245
7844	2	86820516	86861000
64795	2	86937414	87015164
925	2	87001728	87045519
926	2	87032460	87099047
400966	2	87130890	87251099
5343	2	87227587	87258969
730268	2	87990493	88057239
5342	2	88037606	88068995
729857	2	88046717	88135331
51315	2	88316724	88365315
150572	2	88357299	88422906
2168	2	88412501	88437650
55258	2	88459814	88496156
344167	2	88737726	88762053
200523	2	88814115	88839196
9451	2	88846259	88937094
22934	2	88981176	89060452
101060017	2	90402911	90424534
150483	2	95527188	95552568
4118	2	95681400	95729737
64969	2	95742952	95797754
84874	2	95803400	95835322
7549	2	95821165	95860065
150696	2	95929674	95976067
30818	2	95953072	96061825
51011	2	96058439	96092357
653192	2	96132715	96160479
129868	2	96247766	96275471
400986	2	96506914	96668068
150763	2	96677694	96711722
151	2	96768623	96792281
431705	2	96779589	96814175
1844	2	96798908	96821206
56910	2	96840597	96884573
55654	2	96905946	96941751
9391	2	96921884	96949917
23020	2	96930074	96981307
150771	2	96981062	97004091
23397	2	96991479	97052833
93082	2	97153383	97183846
10865	2	97192464	97228375
55683	2	97248892	97314116
90342	2	97298574	97380624
81562	2	97361666	97415813
26504	2	97416639	97487628
26505	2	97470950	97511121
200539	2	97478599	97519758
51239	2	97503722	97533756
54910	2	97515473	97546680
51252	2	97531619	97662337
151313	2	97739320	97770603
375248	2	97768923	97940258
57730	2	98099009	98216708
1329	2	98252521	98274657
10120	2	98262402	98290561
7535	2	98320031	98366990
23505	2	98362799	98622389
200403	2	98693595	98939410
1261	2	98952618	99025064
3631	2	99051321	99217496
493753	2	99205786	99234981
25972	2	99215032	99244978
11320	2	99225569	99357589
343990	2	99400309	99562684
80705	2	99603724	99781187
150590	2	99748185	99777950
51601	2	99761418	99789620
129531	2	99775726	99807524
51263	2	99787542	99826020
254773	2	99848709	99881570
129530	2	99890701	99931205
10190	2	99925487	99967155
9669	2	99943821	100026728
51455	2	100006938	100116480
3899	2	100152326	100769037
164832	2	100879753	100949195
9486	2	100998322	101044130
129521	2	101076944	101109742
79031	2	101169418	101203201
4862	2	101426613	101623289
6160	2	101608691	101646155
11138	2	101613690	101777858
55571	2	101859345	101896778
284996	2	101877681	101935178
200407	2	101954816	102013965
731220	2	102003823	102101165
9448	2	102304165	102521152
7850	2	102598306	102654885
3554	2	102676836	102806334
8808	2	102793433	102866462
9173	2	102917962	102978497
8809	2	102969093	103025230
8807	2	103025254	103079025
389015	2	103079173	103160433
6549	2	103226166	103337809
84804	2	103321089	103363341
130827	2	103368490	103460948
5455	2	105461969	105483471
64965	2	105644483	105726418
11250	2	105829595	105870085
9392	2	105855861	105956148
79074	2	105943714	105986514
2274	2	105967272	106065230
8440	2	106351520	106520730
84417	2	106672113	106704611
80146	2	106699759	106820795
402096	2	106951022	107001482
653489	2	107011136	107094801
84620	2	107408056	107513563
285190	2	108433388	108519000
60482	2	108592979	108640663
442038	2	108853651	108891807
6819	2	108895095	108936371
27233	2	108984413	109014296
9648	2	109055577	109135854
3987	2	109140811	109313702
5903	2	109325902	109412267
165055	2	109393208	109503047
10913	2	109500927	109615828
151011	2	110290372	110381783
65124	2	110361911	110386564
7851	2	110831447	110884143
4867	2	110870913	110972639
100288695	2	111184191	111240652
729540	2	111261379	111346309
699	2	111385275	111445684
55289	2	111480150	111885799
10018	2	111868491	111936022
101927260	2	111993803	112016256
64682	2	112515214	112651765
10461	2	112646056	112807293
84910	2	112802800	112886895
129804	2	112885962	112955793
84524	2	112963439	113022664
376940	2	113023178	113107640
727851	2	113115946	113201222
150465	2	113229743	113300223
84172	2	113288676	113344727
84269	2	113332023	113356617
6574	2	113393434	113431402
150468	2	113485444	113532254
3552	2	113521492	113552971
3553	2	113577337	113604356
27178	2	113660548	113686459
56300	2	113725596	113753249
27179	2	113753038	113776221
27177	2	113769668	113820444
26525	2	113806215	113832321
84639	2	113815547	113843427
3557	2	113858693	113901593
23550	2	113904976	113970677
7849	2	113963574	114046527
150472	2	114185268	114263781
200350	2	114246661	114268727
11159	2	114374814	114410975
80255	2	114461354	114524400
10096	2	114637511	114729131
57628	2	115189899	116613328
8886	2	118562255	118599953
54520	2	118663054	118781739
51141	2	118836033	118877604
2019	2	119589747	119615759
8685	2	119689745	119762236
165257	2	119903819	119926471
55240	2	119971384	120033228
130355	2	120049793	120134451
1622	2	120114504	120140122
140738	2	120177501	120206096
6344	2	120187419	120292028
200373	2	120292008	120424237
80775	2	120426743	120449694
101927764	2	120470782	120527323
5775	2	120507207	120752496
57669	2	120760604	120946697
79134	2	120965047	120990984
5899	2	120987646	121062287
3625	2	121093719	121119383
2736	2	121483441	121760229
29842	2	121964163	122052778
23332	2	122085352	122417052
84365	2	122474521	122504503
7247	2	122503121	122535429
129684	2	124772864	125682954
2995	2	127403426	127464251
274	2	127795599	127874903
339761	2	127931412	127987654
2071	2	128004866	128061752
10746	2	128046245	128110805
100506922	2	128125704	128156987
5624	2	128165996	128196822
55677	2	128228383	128294462
4648	2	128283378	128405303
55679	2	128385996	128449360
2840	2	128393439	128420213
84826	2	128448597	128471407
55339	2	128451808	128578761
5433	2	128593840	128625729
83607	2	128609204	128653635
79595	2	128688791	128795667
56886	2	128838754	128963251
9394	2	129013054	129086171
84084	2	130727235	130750311
728378	2	130821108	130896795
91409	2	130886856	130912707
55627	2	130898965	130950323
80097	2	130929248	130972365
112714	2	130939318	130966034
84317	2	131085814	131110383
92856	2	131090470	131114197
26469	2	131103580	131142982
653269	2	131210234	131276808
653275	2	131268667	131295565
55997	2	131339738	131367148
653781	2	131359106	131425610
344561	2	131476643	131497909
205147	2	131503077	131535707
50649	2	131584489	131814826
130074	2	131795449	131861033
55041	2	131852420	131917425
445582	2	131965924	132032944
150786	2	132108065	132131731
653784	2	132217298	132260312
113457	2	132223580	132250507
90557	2	132275248	132301239
29798	2	132469973	132534977
408029	2	132542534	132569234
101060825	2	132785056	132806320
646915	2	133054717	133086320
2863	2	133164147	133414169
116372	2	133392337	133439070
344148	2	133419361	134409118
4249	2	134867502	135222192
81615	2	135203330	135488219
130013	2	135585994	135669604
905	2	135666363	135726915
80122	2	135712076	135792301
22930	2	135799835	135938280
84083	2	135944539	136298806
23518	2	136279036	136492839
23190	2	136489189	136552633
3938	2	136535415	136604750
4175	2	136587196	136644047
1615	2	136654252	136753254
7852	2	136861919	136885725
80731	2	137629718	138445287
3176	2	138711808	138783934
339745	2	139249350	139340805
11249	2	139416727	139547811
53353	2	140978996	142899270
8942	2	143496497	143809885
55843	2	143876899	144535921
79712	2	144692502	145122578
9839	2	145131942	145287958
92	2	148592086	148698396
5000	2	148677966	148789173
55777	2	148768580	149281046
26122	2	149392560	149555136
130576	2	149884981	150081776
130574	2	150176499	150340662
27249	2	150416147	150454330
390	2	151314707	151354209
375287	2	152094728	152128389
9111	2	152116982	152156430
7130	2	152204106	152246562
55183	2	152256397	152343860
4703	2	152331853	152601001
26225	2	152647480	152695009
785	2	152679285	152965593
10254	2	152963315	153042506
114793	2	153181684	153516348
55660	2	153498107	153584628
151188	2	153564407	153627767
56475	2	154323852	154345322
114805	2	154718426	155320489
100144595	2	155282365	155323950
3760	2	155545093	155724864
4929	2	157170944	157199287
2820	2	157281965	157452915
11227	2	158104340	158177913
57471	2	158165125	158194146
9595	2	158261131	158310604
130399	2	158373279	158495399
90	2	158582958	158742374
151531	2	158723213	159002666
130940	2	159017869	159323297
8502	2	159303476	159547941
92196	2	159641829	159682506
85461	2	159815146	160099170
151525	2	160082304	160153304
29994	2	160165490	160483059
64844	2	160558980	160635084
9936	2	160615139	160665115
100526664	2	160615139	160771267
4065	2	160649866	160771267
22925	2	160778523	160929126
3694	2	160946182	161120349
5937	2	161118662	161360366
10010	2	161983438	162102687
10213	2	162154786	162278228
10716	2	162262620	162292381
57282	2	162470699	162851786
1803	2	162838751	162941052
2641	2	162989379	163018914
2191	2	163017194	163110045
64135	2	163113589	163185218
25801	2	163190583	163246525
90134	2	163217917	163705257
55137	2	164451447	164602618
2888	2	165339323	165488360
22837	2	165526695	165708678
151258	2	165744709	165822035
6328	2	165934030	166070577
6326	2	165976659	166258820
80034	2	166316157	166555917
2591	2	166594313	166660803
79809	2	166719872	166820348
6323	2	166835670	167015642
6335	2	167041695	167242497
6332	2	167250083	167353481
129446	2	167734997	168126263
8708	2	168336692	168737366
27347	2	168800530	169114105
253782	2	169302759	169641644
115677	2	169633049	169731849
57405	2	169717401	169757277
57818	2	169747750	169776510
8647	2	169769336	169897833
10170	2	169911299	169962677
4036	2	169973619	170229123
129880	2	170325967	170373165
10324	2	170356212	170392772
79675	2	170376259	170440431
9360	2	170430850	170507916
129881	2	170491935	170560931
493911	2	170540946	170568218
100526832	2	170540964	170618396
151230	2	170580356	170618396
6741	2	170645322	170678574
29081	2	170658267	170691439
130507	2	170674010	170950641
140469	2	171024655	171521674
389058	2	171561857	171584498
285141	2	171617528	171665481
2571	2	171663200	171727661
26003	2	171774948	171833645
9874	2	171837333	172097824
79828	2	172163912	172301312
80067	2	172280761	172351562
79901	2	172368757	172424643
1781	2	172533919	172616668
8604	2	172629915	172760816
8520	2	172768935	172858600
254042	2	172854804	172957158
1745	2	172940208	172964402
1746	2	172954166	172977478
3655	2	173281954	173381181
5163	2	173410101	173500351
11069	2	173590525	173927621
51776	2	173930440	174142737
83879	2	174209561	174243718
6670	2	174761187	174840430
100128905	2	174880014	174901886
29789	2	174927175	175123365
100131390	2	175189769	175215859
9541	2	175202878	175270443
79634	2	175250457	175304303
151556	2	175286299	175361816
7456	2	175414302	175557667
1134	2	175602320	175639200
1123	2	175654042	175880671
1386	2	175926978	176042934
518	2	176030986	176056490
80856	2	176780410	176877018
344191	2	176934835	176958690
3239	2	176947532	176970666
3238	2	176954530	176975488
3237	2	176961721	176986563
3236	2	176971492	176994670
3235	2	176977413	176999645
3234	2	176984422	177007423
3232	2	176991669	177053737
3233	2	177005122	177027951
3231	2	177043307	177065635
10651	2	177124123	177212753
220988	2	178066063	178098687
4780	2	178085031	178139859
8540	2	178247471	178418564
150737	2	178404880	178427524
92104	2	178469026	178493694
50940	2	178477977	178983066
129831	2	178967149	179004383
114880	2	179049208	179274160
8575	2	179286141	179325958
494513	2	179306163	179336149
51661	2	179318391	179353646
65977	2	179335199	179379783
7273	2	179380716	179682150
285025	2	179684484	179924841
91404	2	179956419	180139350
151126	2	180296709	180736232
57703	2	180799603	180882024
10477	2	181835112	181938154
3676	2	182311619	182412474
375298	2	182391399	182531834
4760	2	182530833	182555392
6744	2	182746472	182805465
151242	2	182808968	183006109
5136	2	182994762	183397572
54431	2	183570768	183654752
2487	2	183688002	183741498
10787	2	183779579	183913586
142679	2	183933287	183974736
129401	2	183972247	184036408
91752	2	185453093	185814214
401024	2	186593355	186708016
55854	2	187340885	187384088
3685	2	187444058	187555629
165215	2	187548789	187640686
151112	2	187682207	187723897
10203	2	188196690	188323021
7035	2	188318957	188429219
51454	2	189146396	189470653
116093	2	189588465	189664831
1281	2	189829099	189887472
1290	2	189886641	190054668
84128	2	190296159	190350287
30061	2	190415316	190458478
54529	2	190516125	190545557
150709	2	190529018	190635919
64172	2	190601386	190638020
94101	2	190624993	190659097
5378	2	190638710	190752355
84281	2	190734282	191078210
2660	2	190910426	190937455
26275	2	191059355	191194771
3628	2	191198196	191246391
54842	2	191263081	191377041
100131211	2	191361619	191409468
4664	2	191503621	191567492
2744	2	191735547	191840278
6772	2	191823762	191888976
6775	2	191884302	192047404
4430	2	192100107	192300115
64859	2	192532798	192563248
8436	2	192689031	192722006
23671	2	192760615	193069645
57181	2	196467798	196612426
56171	2	196592427	196943536
9262	2	196988307	197046336
57520	2	197053971	197468416
284992	2	197494278	197607530
9330	2	197617756	197674492
401027	2	197659139	197685000
80055	2	197687728	197801454
91526	2	197821741	198185521
23451	2	198246698	198309815
80219	2	198308231	198349851
3329	2	198341308	198374998
3336	2	198354721	198378187
100529241	2	198354721	198428423
25843	2	198370295	198428423
130132	2	198425524	198550774
92935	2	198560028	198583114
66037	2	198581603	198661036
5334	2	198659426	199024608
23314	2	200124223	200345989
205327	2	200765979	200802996
129450	2	200783634	200830459
79568	2	200810040	200838848
26010	2	201160604	201356986
130535	2	201343677	201384817
151246	2	201380865	201458818
316	2	201440731	201546218
9689	2	201666262	201698569
1195	2	201707732	201739467
53938	2	201725630	201764048
60491	2	201744050	201778655
4999	2	201764894	201838424
285172	2	201828441	201946392
4709	2	201926462	201960473
8837	2	201970877	202047411
843	2	202037621	202104129
841	2	202088166	202162434
130540	2	202143147	202232101
66008	2	202231930	202326319
55437	2	202306392	202369501
151254	2	202342144	202493905
65062	2	202474907	202518252
58538	2	202499597	202573467
57679	2	202554986	202655895
65061	2	202645177	202770273
8324	2	202889310	202913160
100652824	2	202927978	203071886
7341	2	203060903	203113322
51602	2	203120515	203178384
659	2	203231033	203442474
150864	2	203489901	203644480
130026	2	203627873	203746708
55759	2	203735323	203786949
79800	2	203766978	203861060
65065	2	203869597	204101101
57404	2	204093164	204180563
10152	2	204182597	204306892
65059	2	204288538	204410058
940	2	204561198	204613635
1493	2	204722511	204748683
29851	2	204791454	204836302
117583	2	205400516	206494886
8828	2	206537184	206672857
54891	2	206848445	206960906
4719	2	206977803	207034243
1933	2	207014318	207037653
2825	2	207030040	207092771
57683	2	207129523	207189162
8745	2	207298268	207495854
200726	2	207497142	207524173
391475	2	207506345	207593120
130752	2	207592487	207640268
22868	2	207620112	207670913
130749	2	207794278	207844198
8609	2	207928861	208041970
1385	2	208384616	208480284
151194	2	208463839	208500652
151195	2	208566264	208630898
7855	2	208617310	208644143
389072	2	208676012	208900284
1421	2	208976331	208999313
1420	2	208982861	209004554
1419	2	208997297	209020877
1418	2	209015464	209038366
389073	2	209020071	209064969
3417	2	209090951	209130478
200576	2	209120990	209233475
5746	2	209214569	209369231
4133	2	210278733	210608842
285175	2	210626717	210874024
6120	2	210857289	210899784
151050	2	210875435	211046068
33	2	211042632	211100215
4632	2	211144868	211189895
10314	2	211285973	211352347
1373	2	211332406	211553831
2066	2	212230442	213413879
22807	2	213854408	214026379
100130451	2	214131277	214158929
79582	2	214139103	215285225
402117	2	215266292	215450774
580	2	215580370	215684428
26154	2	215786266	216013151
471	2	216166679	216224496
2335	2	216215177	216310890
55686	2	216797314	216888346
55825	2	216893111	216956539
92691	2	216936589	216977506
7520	2	216962381	217081016
57574	2	217112585	217246750
50485	2	217267137	217357776
6168	2	217353520	217376190
3485	2	217488127	217539159
3488	2	217526828	217570272
7141	2	217714181	217734782
7145	2	218654512	218818796
285180	2	218889657	218965304
3579	2	218980013	219011976
3577	2	219017568	219041716
10109	2	219071817	219129071
151306	2	219115738	219138582
14	2	219118852	219144893
25953	2	219125115	219221516
64114	2	219128917	219167280
375307	2	219211579	219243003
6556	2	219236752	219271617
58190	2	219253061	219280664
7429	2	219273838	219324248
57695	2	219304974	219443084
9125	2	219423303	219471158
84812	2	219462488	219511909
7701	2	219492639	219534355
617	2	219514379	219538166
64320	2	219518587	219546781
27148	2	219526749	219577440
9654	2	219565558	219630139
1593	2	219636472	219690016
53632	2	219677083	219706526
7475	2	219714546	219748954
80326	2	219735255	219768651
8941	2	219814350	219836877
54738	2	219835809	219860379
1412	2	219844912	219868127
255101	2	219857568	219916273
3549	2	219909142	219935238
79840	2	219930046	220035587
151295	2	220016181	220045549
27013	2	220026619	220052885
79137	2	220032939	220060197
130617	2	220061506	220084373
10058	2	220064488	220093712
79065	2	220074102	220104387
55139	2	220084479	220111391
79411	2	220091331	220120155
8576	2	220100192	220125059
7277	2	220104433	220129330
3300	2	220134040	220161622
5798	2	220144345	220184295
389075	2	220182131	220207899
23549	2	220228180	220274730
1674	2	220273099	220301461
10290	2	220289552	220368354
100996693	2	220349098	220373004
29926	2	220353587	220381718
55515	2	220368892	220413494
79586	2	220393669	220418487
130612	2	220398385	220425317
23363	2	220405450	220446357
3623	2	220426954	220450435
114790	2	220452593	220491173
6508	2	220482292	220516702
2043	2	222272747	222447010
5077	2	223054606	223173715
151278	2	223152866	223179936
130367	2	223278771	223437342
10056	2	223426162	223530827
116255	2	223526457	223585005
2181	2	223715732	223818119
23704	2	223906648	223930355
7857	2	224451658	224477217
130340	2	224606403	224712319
57590	2	224730065	224820104
65080	2	224812121	224842431
5270	2	224829765	224914036
79843	2	225233415	225276711
8452	2	225324867	225460114
55619	2	225619807	225917330
57624	2	226254426	226528734
3667	2	227586033	227674545
84236	2	227690652	227873926
1286	2	227857427	228039275
1285	2	228019281	228189508
56947	2	228179867	228232552
79853	2	228216872	228254022
3267	2	228326853	228435938
56918	2	228464806	228508036
80704	2	228539926	228592814
6364	2	228668558	228692280
164781	2	228726325	228799131
80309	2	228834670	229056836
55022	2	229878689	230146057
92737	2	230212345	230589286
9320	2	230621098	230796763
130888	2	230777023	230887825
151473	2	230889690	230943715
3431	2	231023634	231100444
11262	2	231080445	231187930
93349	2	231181894	231278445
6672	2	231270871	231420317
51719	2	231567557	231695790
81618	2	231719546	231753963
9290	2	231762043	231799953
130560	2	231850839	231894572
257407	2	231892281	231924429
5707	2	231911578	232047541
3357	2	231962944	231999926
80210	2	232053294	232248606
93010	2	232250335	232275875
4691	2	232309459	232339208
10316	2	232377871	232405182
165100	2	232447575	232468994
5757	2	232563235	232588251
5147	2	232587147	232655974
64708	2	232636388	232683958
4880	2	232776805	232801038
129563	2	232816293	233218678
250	2	233233348	233257599
251	2	233261552	233285424
248	2	233310833	233335455
9427	2	233334537	233362532
646960	2	233375173	233400426
1144	2	233380870	233411375
1146	2	233394424	233421038
200765	2	233402779	233425226
9470	2	233404762	233458354
80303	2	233460767	233557491
26058	2	233552015	233735287
3769	2	233620512	233651275
389084	2	233723724	233751111
25791	2	233733396	233887951
4759	2	233887382	233909767
55054	2	234150217	234214320
6295	2	234206309	234265701
8527	2	234253149	234390744
55230	2	234374165	234485433
54576	2	234516291	234691946
54575	2	234535123	234691951
54600	2	234570544	234691951
54577	2	234580584	234691945
54578	2	234590321	234691951
54579	2	234611638	234691945
54657	2	234617438	234691945
54659	2	234627773	234691945
414061	2	234641396	234662661
54658	2	234658919	234691945
339766	2	234674325	234752069
55355	2	234735486	234773212
79054	2	234816043	234938166
6694	2	234949346	234995776
10123	2	235391685	235415721
23677	2	235850628	235974358
116987	2	236392733	237050444
2637	2	237064307	237086652
401036	2	237093515	237182988
79781	2	237222790	237426178
57007	2	237459424	237501001
10920	2	237983870	238017489
1293	2	238222655	238332850
79083	2	238385053	238473961
51052	2	238465217	238485818
64284	2	238472965	238509769
9208	2	238526224	238700290
375316	2	238697032	238761451
10267	2	238758187	238830756
140739	2	238865587	238961423
51540	2	238959565	239018054
339768	2	238998951	239051928
377007	2	239037310	239071547
151176	2	239050579	239087516
80895	2	239069043	239122343
55502	2	239136908	239158681
8864	2	239142679	239208678
26146	2	239219185	239319541
51665	2	239325382	239370891
100287387	2	239743187	239766320
9759	2	239959864	240333346
401040	2	240489995	240517788
101927147	2	240822058	240861838
4705	2	240886789	240974819
389090	2	240958382	240982324
643905	2	240971230	240992399
150681	2	240974494	240995489
150678	2	241055980	241085764
150677	2	241068446	241090073
2817	2	241365115	241417495
51281	2	241408839	241510472
285193	2	241489471	241513431
57140	2	241497952	241528149
11132	2	241516133	241548526
2859	2	241534825	241580676
653437	2	241605835	241632317
375318	2	241621262	241647900
547	2	241643181	241769725
189	2	241798162	241828536
79919	2	241815465	241846267
728763	2	241862287	241915525
25992	2	241928213	242048515
130916	2	242016509	242051747
23178	2	242035514	242099394
5510	2	242079012	242132439
50636	2	242117924	242174791
3069	2	242156682	242265116
101927509	2	242197191	242230114
4735	2	242244723	242303442
9855	2	242285664	242444256
10494	2	242424122	242459145
666	2	242488146	242523553
51078	2	242513820	242586753
23192	2	242566775	242623272
1841	2	242605157	242636383
84289	2	242631456	242678896
728294	2	242664030	242718231
64090	2	242706240	242753702
129807	2	242739920	242768742
5133	2	242782033	242811058
285093	2	242801886	242825482
285095	2	242826139	242854774
10752	3	228279	461100
27255	3	1124342	1455278
152330	3	2130550	3109645
3568	3	3098008	3162058
51095	3	3158600	3200919
51185	3	3181317	3231401
57633	3	3831121	3899708
6419	3	4334988	4368949
285362	3	4392829	4518966
3708	3	4525032	4899524
8553	3	5011097	5036866
55207	3	5153930	5232601
9695	3	5219359	5271650
2917	3	6892802	7793218
29995	3	8533493	8619811
51066	3	8651086	8796721
859	3	8765486	8798451
5021	3	8782094	8821300
56852	3	8908880	9015159
9901	3	9012275	9301369
25917	3	9394660	9438475
55209	3	9429384	9529838
375323	3	9530045	9605486
64419	3	9681117	9754078
151835	3	9735510	9781592
7862	3	9763413	9799699
4968	3	9781628	9839468
8536	3	9789029	9821676
10474	3	9811648	9844695
10093	3	9824082	9858789
100526693	3	9824232	9888040
26140	3	9841632	9888040
285367	3	9869533	9895702
63924	3	9898394	9931938
84522	3	9922271	9946033
132014	3	9934296	9968086
84818	3	9948758	9985305
78987	3	9965478	9997097
285368	3	9977226	10004078
55831	3	9995636	10039146
401052	3	10038102	10062779
2177	3	10058113	10153614
115795	3	10113004	10159975
55845	3	10147333	10178874
7428	3	10173319	10205354
3656	3	10196561	10295427
9797	3	10280177	10332906
51738	3	10317434	10344631
6396	3	10332613	10372872
491	3	10355707	10743131
6538	3	10847917	10990146
6529	3	11024420	11090935
3269	3	11168779	11314939
10533	3	11304010	11609139
9686	3	11587543	11772220
132001	3	11821916	11898393
101929530	3	11902358	11953081
6854	3	12172150	12243532
7079	3	12184568	12210851
5468	3	12319349	12485855
80746	3	12507748	12590672
100129480	3	12571280	12596963
23609	3	12588513	12635212
5894	3	12615100	12715700
55287	3	12765392	12811038
23066	3	12828171	12886313
6161	3	12866444	12893081
9922	3	12928542	13124652
23225	3	13347730	13471819
79885	3	13511671	13557924
2199	3	13563824	13689922
7476	3	13850082	13931618
131474	3	14143577	14176371
79188	3	14156440	14195180
7508	3	14176647	14230172
27258	3	14210228	14249869
6533	3	14434076	14540857
80852	3	14520396	14593588
51244	3	14683253	14724166
84077	3	14706606	14824543
152273	3	14842247	14986072
7182	3	14979091	15100780
64432	3	15073758	15116839
64145	3	15101580	15150662
23473	3	15237733	15304423
9467	3	15285860	15392901
131965	3	15412782	15479054
85403	3	15459064	15494120
8292	3	15481640	15573277
26061	3	15592239	15653359
686	3	15632864	15699147
23243	3	15698743	15911053
117248	3	16206086	16296033
285381	3	16288568	16316496
92106	3	16296667	16389000
